# key	medias[0].media.originalUrl	medias[0].media.thumbnailUrl	medias[0].captionTitle.localizations[0].market	medias[0].captionTitle.localizations[0].lang	medias[0].captionTitle.localizations[0].value
TECHNIQUE_100796	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8202.jpg		GS_FR	fr	Demi rondelles de concombre
TECHNIQUE_100797	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8203.jpg		GS_FR	fr	Poireau en demi rondelles
TECHNIQUE_100798	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8204.jpg		GS_FR	fr	Brunoise de carottes, oignon, tomates et céleri branche.
TECHNIQUE_100770	http://monactifry.prod.apipro.groupe-seb.com/videos/8205.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8205.jpg	GS_FR	fr	Oignon haché
TECHNIQUE_100771	http://monactifry.prod.apipro.groupe-seb.com/videos/8206.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8206.jpg	GS_FR	fr	Préparation d'un ail
TECHNIQUE_100778	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8213.jpg		GS_FR	fr	Poivron en cubes
TECHNIQUE_100779	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8214.jpg		GS_FR	fr	Aubergine en cubes
TECHNIQUE_100780	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8215.jpg		GS_FR	fr	Concombre en cubes
TECHNIQUE_100781	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8216.jpg		GS_FR	fr	Courgette en cubes
TECHNIQUE_100782	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8217.jpg		GS_FR	fr	Tomates en cubes
TECHNIQUE_100783	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8218.jpg		GS_FR	fr	Citrouille en cubes
TECHNIQUE_100784	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8219.jpg		GS_FR	fr	Fenouil en cubes
TECHNIQUE_100786	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8221.jpg		GS_FR	fr	Aubergine en lanières
TECHNIQUE_100787	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8222.jpg		GS_FR	fr	Poireau en lanières
TECHNIQUE_100788	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8223.jpg		GS_FR	fr	Courgette en lanières
TECHNIQUE_100802	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8198.jpg		GS_FR	fr	Herbe ciselée
TECHNIQUE_100789	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8224.jpg		GS_FR	fr	Céleri en lanières
TECHNIQUE_100790	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8225.jpg		GS_FR	fr	Fenouil en lanières
TECHNIQUE_100791	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8226.jpg		GS_FR	fr	Piment en lanières
TECHNIQUE_100792	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8227.jpg		GS_FR	fr	Oignon en lanières
TECHNIQUE_100793	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8228.jpg		GS_FR	fr	Rondelles de courgettes
TECHNIQUE_100794	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8229.jpg		GS_FR	fr	Carotte en rondelles
TECHNIQUE_100795	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8230.jpg		GS_FR	fr	Poireau en rondelles
TECHNIQUE_100768	http://monactifry.prod.apipro.groupe-seb.com/videos/8231.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8231.jpg	GS_FR	fr	Legumes
TECHNIQUE_100767	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8233.jpg		GS_FR	fr	Découpe en rondelles
TECHNIQUE_100766	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8234.jpg		GS_FR	fr	Découpe en frites
TECHNIQUE_100763	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8238.jpg		GS_FR	fr	Ajoutez cuillère d'huile
TECHNIQUE_100764	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8239.jpg		GS_FR	fr	Découpe en cubes
TECHNIQUE_100765	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8240.jpg		GS_FR	fr	Découpe en potatoes
TECHNIQUE_100785	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8220.jpg		GS_FR	fr	Poivron en lanières
TECHNIQUE_100801	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/43557.jpg		GS_FR	fr	Oignon ciselé
TECHNIQUE_100814	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8242.jpg		GS_FR	fr	Ail haché
TECHNIQUE_100815	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8243.jpg		GS_FR	fr	Persil haché
TECHNIQUE_100816	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8244.jpg		GS_FR	fr	Menthe hachée
TECHNIQUE_100817	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8245.jpg		GS_FR	fr	Coriandre hachée
TECHNIQUE_100818	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8246.jpg		GS_FR	fr	Julienne de carottes
TECHNIQUE_100819	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8247.jpg		GS_FR	fr	Artichaud en morceaux
TECHNIQUE_100821	http://monactifry.prod.apipro.groupe-seb.com/videos/8249.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8249.jpg	GS_FR	fr	Réaliser une marinade
TECHNIQUE_100822	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8250.jpg		GS_FR	fr	Découpe en lanières
TECHNIQUE_100823	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8251.jpg		GS_FR	fr	Découpe en dés
TECHNIQUE_100824	http://monactifry.prod.apipro.groupe-seb.com/videos/8252.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8252.jpg	GS_FR	fr	Viandes
TECHNIQUE_100826	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8254.jpg		GS_FR	fr	Porc en lanières
TECHNIQUE_100827	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8255.jpg		GS_FR	fr	Découpe en lanières
TECHNIQUE_100828	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8256.jpg		GS_FR	fr	Cubes de viande (bœuf)
TECHNIQUE_100829	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8257.jpg		GS_FR	fr	Cubes agneau
TECHNIQUE_100830	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8258.jpg		GS_FR	fr	Cubes veau
TECHNIQUE_100831	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8259.jpg		GS_FR	fr	Cubes de lapin
TECHNIQUE_100832	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8260.jpg		GS_FR	fr	Découpe en tronçons (boudin)
TECHNIQUE_100833	http://monactifry.prod.apipro.groupe-seb.com/videos/8261.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8261.jpg	GS_FR	fr	Poissons
TECHNIQUE_100834	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8262.jpg		GS_FR	fr	Dés de saumon
TECHNIQUE_100760	http://monactifry.prod.apipro.groupe-seb.com/videos/8235.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8235.jpg	GS_FR	fr	Pommes de Terres
TECHNIQUE_100762	http://monactifry.prod.apipro.groupe-seb.com/videos/8237.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8237.jpg	GS_FR	fr	Ajouter cuillère d'huile
TECHNIQUE_100825	http://monactifry.prod.apipro.groupe-seb.com/videos/8253.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8253.jpg	GS_FR	fr	Boulette de viande
TECHNIQUE_100776	http://monactifry.prod.apipro.groupe-seb.com/videos/8211.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8211.jpg	GS_FR	fr	Equeuter et couper en 2 haricot vert
TECHNIQUE_100775	http://monactifry.prod.apipro.groupe-seb.com/videos/8210.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8210.jpg	GS_FR	fr	Découper des rosettes de chou fleur
TECHNIQUE_100773	http://monactifry.prod.apipro.groupe-seb.com/videos/8208.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8208.jpg	GS_FR	fr	Epépiner un poivron
TECHNIQUE_100774	http://monactifry.prod.apipro.groupe-seb.com/videos/8209.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8209.jpg	GS_FR	fr	Julienne
TECHNIQUE_100772	http://monactifry.prod.apipro.groupe-seb.com/videos/8207.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8207.jpg	GS_FR	fr	Monder et épépinez une tomate
TECHNIQUE_100835	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8263.jpg		GS_FR	fr	Dés de lotte
TECHNIQUE_100836	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8264.jpg		GS_FR	fr	Dés de thon
TECHNIQUE_100837	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8265.jpg		GS_FR	fr	Dés d'espadon
TECHNIQUE_100838	http://monactifry.prod.apipro.groupe-seb.com/videos/8266.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8266.jpg	GS_FR	fr	Crustacés
TECHNIQUE_100813	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8241.jpg		GS_FR	fr	Ciboule hachée
TECHNIQUE_100839	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8267.jpg		GS_FR	fr	Encornets
TECHNIQUE_100840					
TECHNIQUE_100842	http://monactifry.prod.apipro.groupe-seb.com/videos/8269.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8269.jpg	GS_FR	fr	Fruits/Desserts
TECHNIQUE_100845	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8272.jpg		GS_FR	fr	Dés de poire
TECHNIQUE_100846	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8273.jpg		GS_FR	fr	Dés de pomme
TECHNIQUE_100847	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8274.jpg		GS_FR	fr	Dés d'ananas
TECHNIQUE_100848	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8275.jpg		GS_FR	fr	Dés de mangue
TECHNIQUE_100849	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8276.jpg		GS_FR	fr	Quartiers de pomme
TECHNIQUE_100850	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8277.jpg		GS_FR	fr	Quartiers de poire
TECHNIQUE_100851	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8278.jpg		GS_FR	fr	Morceaux d'ananas
TECHNIQUE_100852	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8279.jpg		GS_FR	fr	Rondelles d'ananas
TECHNIQUE_100853	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8280.jpg		GS_FR	fr	Rondelles de pomme
TECHNIQUE_100854	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8281.jpg		GS_FR	fr	Rondelles de banane
TECHNIQUE_100841	http://monactifry.prod.apipro.groupe-seb.com/videos/8268.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8268.jpg	GS_FR	fr	Décortiquer
TECHNIQUE_100843	http://monactifry.prod.apipro.groupe-seb.com/videos/8270.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8270.jpg	GS_FR	fr	Découpe d'un citron et prélèvement du zeste.
TECHNIQUE_100777	http://monactifry.prod.apipro.groupe-seb.com/videos/8212.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8212.jpg	GS_FR	fr	Pelez le céleri rave et déocupez le en petits dés
TECHNIQUE_101819	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/42758.jpg		GS_INT	en	Kartoffeln
TECHNIQUE_100820	http://monactifry.prod.apipro.groupe-seb.com/videos/8248.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8248.jpg	GS_FR	fr	Volailles
TECHNIQUE_101866					
TECHNIQUE_102006	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/98145.jpg		GS_FR	fr	Quartiers de pêche
TECHNIQUE_102007	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/98151.jpg		GS_FR	fr	Cubes de poulet
TECHNIQUE_102012	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/104572.jpg		GS_FR	fr	Retirer la peau du saumon
TECHNIQUE_100769	http://monactifry.prod.apipro.groupe-seb.com/videos/8232.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8232.jpg	GS_FR	fr	Oignon émincé
TECHNIQUE_100761	http://monactifry.prod.apipro.groupe-seb.com/videos/43480.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/43480.jpg	GS_FR	fr	Essuyer pomme de terre
TECHNIQUE_100844	http://monactifry.prod.apipro.groupe-seb.com/videos/43510.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/43510.jpg	GS_FR	fr	Préparer un ananas
TECHNIQUE_101686	http://monactifry.prod.apipro.groupe-seb.com/videos/9779_3.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9779.jpg	GS_INT	en	Potatoes
TECHNIQUE_101687	http://monactifry.prod.apipro.groupe-seb.com/videos/9780_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9780.jpg	GS_INT	en	Dry potato
TECHNIQUE_101689	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9782.jpg		GS_INT	en	Cut into wedges
TECHNIQUE_101691	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9784.jpg		GS_INT	en	Cut into slices
TECHNIQUE_101692	http://monactifry.prod.apipro.groupe-seb.com/videos/9785_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9785.jpg	GS_INT	en	Vegetables
TECHNIQUE_101693	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9786.jpg		GS_INT	en	Minced onion
TECHNIQUE_101694	http://monactifry.prod.apipro.groupe-seb.com/videos/9787.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9787.jpg	GS_INT	en	Chopped onion
TECHNIQUE_101695	http://monactifry.prod.apipro.groupe-seb.com/videos/9788.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9788.jpg	GS_INT	en	Preparation of garlic
TECHNIQUE_101696	http://monactifry.prod.apipro.groupe-seb.com/videos/9789_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9789.jpg	GS_INT	en	Peel and deseed a tomato
TECHNIQUE_101697	http://monactifry.prod.apipro.groupe-seb.com/videos/9790.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9790.jpg	GS_INT	en	Remove seeds from a pepper
TECHNIQUE_101698	http://monactifry.prod.apipro.groupe-seb.com/videos/9791.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9791.jpg	GS_INT	en	Julienne
TECHNIQUE_101699	http://monactifry.prod.apipro.groupe-seb.com/videos/9792.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9792.jpg	GS_INT	en	Cut cauliflower into florets
TECHNIQUE_101700	http://monactifry.prod.apipro.groupe-seb.com/videos/9793.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9793.jpg	GS_INT	en	Remove the stalk and cut green beans in halves
TECHNIQUE_101701	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9794.jpg		GS_INT	en	Pepper, cubed
TECHNIQUE_101703	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9796.jpg		GS_INT	en	Cucumber, cubed
TECHNIQUE_101705	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9798.jpg		GS_INT	en	Diced tomatoes
TECHNIQUE_101706	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9799.jpg		GS_INT	en	Pumpkin, cubed
TECHNIQUE_101707	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9800.jpg		GS_INT	en	Fennel, cubed
TECHNIQUE_101708	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9801.jpg		GS_INT	en	Pepper cut into strips
TECHNIQUE_101710	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9803.jpg		GS_INT	en	Leek cut into strips
TECHNIQUE_101712	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9805.jpg		GS_INT	en	Celery cut into strips
TECHNIQUE_101713	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9806.jpg		GS_INT	en	Fennel cut into thin strips
TECHNIQUE_101714	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9807.jpg		GS_INT	en	Hot chilli cut into strips
TECHNIQUE_101715	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9808.jpg		GS_INT	en	Onion cut into strips
TECHNIQUE_101717	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9810.jpg		GS_INT	en	Sliced carrot
TECHNIQUE_101718	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9811.jpg		GS_INT	en	Sliced leek
TECHNIQUE_101719	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9812.jpg		GS_INT	en	Slices of cucumber, halved
TECHNIQUE_101720	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9813.jpg		GS_INT	en	Leek in half slices
TECHNIQUE_101721	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9814.jpg		GS_INT	en	Finely diced carrots, onion, tomatoes and celery.
TECHNIQUE_101722	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9815.jpg		GS_INT	en	Cauliflower cut into  florets
TECHNIQUE_101723	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9816.jpg		GS_INT	en	Brocoli cut into florets
TECHNIQUE_101724	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9817.jpg		GS_INT	en	Finely chopped onion
TECHNIQUE_101725	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9818.jpg		GS_INT	en	Finely chopped  herb
TECHNIQUE_101726	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9819.jpg		GS_INT	en	Finely chopped  shallots
TECHNIQUE_101728	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9821.jpg		GS_INT	en	Finely chopped  chervil
TECHNIQUE_101729	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9822.jpg		GS_INT	en	Finely chopped  tarragon
TECHNIQUE_101730	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9786.jpg		GS_INT	en	Minced onion
TECHNIQUE_101731	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9823.jpg		GS_INT	en	Minced shallot
TECHNIQUE_101690	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9783.jpg		GS_INT	en	Cut into chips
TECHNIQUE_101704	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9797.jpg		GS_INT	en	Courgette, cubed
TECHNIQUE_101711	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9804.jpg		GS_INT	en	Courgette cut into strips
TECHNIQUE_101702	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9795.jpg		GS_INT	en	Aubergine, cubed
TECHNIQUE_101709	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9802.jpg		GS_INT	en	Aubergine cut into strips
TECHNIQUE_101732	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9824.jpg		GS_INT	en	Minced garlic
TECHNIQUE_101733	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9825.jpg		GS_INT	en	Finely choped dill
TECHNIQUE_101734	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9826.jpg		GS_INT	en	Minced mushrooms
TECHNIQUE_101735	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9827.jpg		GS_INT	en	Minced ginger
TECHNIQUE_101736	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9828.jpg		GS_INT	en	Chopped chives
TECHNIQUE_101737	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9829.jpg		GS_INT	en	Chopped garlic
TECHNIQUE_101716	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9809.jpg		GS_INT	en	Slices of cougette
TECHNIQUE_101738	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9830.jpg		GS_INT	en	Chopped parsley
TECHNIQUE_101739	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9831.jpg		GS_INT	en	Chopped mint
TECHNIQUE_101740	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9832.jpg		GS_INT	en	Chopped coriander
TECHNIQUE_101742	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9834.jpg		GS_INT	en	Artichoke cut into pieces
TECHNIQUE_101743	http://monactifry.prod.apipro.groupe-seb.com/videos/9835_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9835.jpg	GS_INT	en	Chicken
TECHNIQUE_101744	http://monactifry.prod.apipro.groupe-seb.com/videos/9836_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9836.jpg	GS_INT	en	To make a marinade
TECHNIQUE_101745	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9837.jpg		GS_INT	en	Cut into strips
TECHNIQUE_101746	http://monactifry.prod.apipro.groupe-seb.com/videos/9838_1.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9838.jpg	GS_INT	en	Meat
TECHNIQUE_101747	http://monactifry.prod.apipro.groupe-seb.com/videos/9839.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9839.jpg	GS_INT	en	Meatball
TECHNIQUE_101748	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9840.jpg		GS_INT	en	Pork cut into strips
TECHNIQUE_101749	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/9841.jpg		GS_INT	en	Cubes of meat (beef)
